image_name,group,candidate_count,top_status,top_confidence,top_amount_score,top_text,top_bbox,top_reason,top_source,top_flags,top_ocr_confidence,top_has_local_reason,top_readable_amount,review_priority,preview_path,needs_review,top3_candidates_json
92e595cffb63d039f10b271f23b180dd.png,92e595cffb63d039f10b271f23b180dd,4,正常,0.2642,0.8000,4555890元,"317,363,429,383",未检出明显篡改痕迹,token,amount_keyword|compact_digits,0.1753,no,no,3.1211,results/amount_batch_pptest/review_previews/92e595cffb63d039f10b271f23b180dd.jpg,yes,"[{""status"": ""正常"", ""confidence"": ""0.2642"", ""reason"": ""未检出明显篡改痕迹"", ""text"": ""4555890元"", ""bbox"": ""317,363,429,383"", ""amount_score"": ""0.8000"", ""ocr_confidence"": ""0.1753"", ""source"": ""token"", ""flags"": ""amount_keyword|compact_digits"", ""review_priority"": ""3.1211"", ""has_local_reason"": ""no"", ""readable_amount"": ""no"", ""candidate_count"": 4}, {""status"": ""正常"", ""confidence"": ""0.2642"", ""reason"": ""未检出明显篡改痕迹"", ""text"": ""欲信支付转然电孑凭证耐^[7/孽元"", ""bbox"": ""421,169,895,212"", ""amount_score"": ""0.7500"", ""ocr_confidence"": ""0.0142"", ""source"": ""line"", ""flags"": ""amount_keyword|prominent"", ""review_priority"": ""3.0711"", ""has_local_reason"": ""no"", ""readable_amount"": ""no""}, {""status"": ""正常"", ""confidence"": ""0.2642"", ""reason"": ""未检出明显篡改痕迹"", ""text"": ""耐^[7/孽元"", ""bbox"": ""765,194,895,212"", ""amount_score"": ""0.6000"", ""ocr_confidence"": ""0.0000"", ""source"": ""token"", ""flags"": ""amount_keyword"", ""review_priority"": ""2.9211"", ""has_local_reason"": ""no"", ""readable_amount"": ""no""}]"
111.png,111,4,正常,0.0540,1.3500,申咂蒹{206031617.162,"243,497,904,569",未检出明显篡改痕迹,token,money_regex|prominent,0.0014,no,no,2.6201,results/amount_batch_pptest/review_previews/111.jpg,yes,"[{""status"": ""正常"", ""confidence"": ""0.0540"", ""reason"": ""未检出明显篡改痕迹"", ""text"": ""申咂蒹{206031617.162"", ""bbox"": ""243,497,904,569"", ""amount_score"": ""1.3500"", ""ocr_confidence"": ""0.0014"", ""source"": ""token"", ""flags"": ""money_regex|prominent"", ""review_priority"": ""2.6201"", ""has_local_reason"": ""no"", ""readable_amount"": ""no"", ""candidate_count"": 4}, {""status"": ""正常"", ""confidence"": ""0.0540"", ""reason"": ""未检出明显篡改痕迹"", ""text"": ""申咂蒹{206031617.162I韩-觞币#-"", ""bbox"": ""243,440,2671,569"", ""amount_score"": ""1.3500"", ""ocr_confidence"": ""0.0007"", ""source"": ""line"", ""flags"": ""money_regex|prominent"", ""review_priority"": ""2.6201"", ""has_local_reason"": ""no"", ""readable_amount"": ""no""}, {""status"": ""正常"", ""confidence"": ""0.0540"", ""reason"": ""未检出明显篡改痕迹"", ""text"": ""蒌:2021316鼋"", ""bbox"": ""388,1166,1227,1229"", ""amount_score"": ""0.3500"", ""ocr_confidence"": ""0.0146"", ""source"": ""line"", ""flags"": ""compact_digits|prominent"", ""review_priority"": ""1.6201"", ""has_local_reason"": ""no"", ""readable_amount"": ""no""}]"
